session_start,timestamp,yaw,pitch,tremor_detected,tremor_intensity,active_gestures,paused
2025-10-25T00:51:40.171795,3.135133981704712,-2.368261497415243,3.1754449685085495,False,0.0,,False
2025-10-25T00:51:40.171795,3.169940233230591,-3.708929495399036,4.019401849052934,False,0.0,,False
2025-10-25T00:51:40.171795,3.2003679275512695,-4.586962654304768,5.229710254792172,False,0.0,,False
2025-10-25T00:51:40.171795,3.2329459190368652,-5.048655111707072,5.282927049294518,False,0.0,,False
2025-10-25T00:51:40.171795,3.2698161602020264,-5.197487548118563,4.5519239463868715,False,0.0,,False
2025-10-25T00:51:40.171795,3.3092238903045654,-5.347893464159244,5.246283111313682,False,0.0,,False
2025-10-25T00:51:40.171795,3.3399131298065186,-5.312241673386654,4.435869907222766,False,0.0,,False
2025-10-25T00:51:40.171795,3.373248815536499,-5.297151428567878,4.356493875908031,False,0.0,,False
2025-10-25T00:51:40.171795,3.404311418533325,-5.4278554745490215,3.3109880278970465,False,0.0,,False
2025-10-25T00:51:40.171795,3.434776544570923,-5.461078332698854,3.0184954738510674,False,0.0,,False
2025-10-25T00:51:40.171795,3.466465473175049,-5.280766454471765,2.859384388984616,False,0.0,,False
2025-10-25T00:51:40.171795,3.4982879161834717,-4.961455368398964,1.712794602783538,False,0.0,,False
2025-10-25T00:51:40.171795,3.529021978378296,-4.866013239348657,1.648663451301895,False,0.0,,False
2025-10-25T00:51:40.171795,3.5589563846588135,-4.808747961918472,1.610184760412909,False,0.0,,False
2025-10-25T00:51:40.171795,3.589290142059326,-4.76529634213799,1.2258374574960893,False,0.0,,False
2025-10-25T00:51:40.171795,3.62030291557312,-4.678411944772917,0.7125963077509563,False,0.0,,False
2025-10-25T00:51:40.171795,3.6689538955688477,-4.633260179250889,1.5368252646272793,False,0.0,,False
2025-10-25T00:51:40.171795,3.698270082473755,-4.603064296678676,2.0566000042916563,False,0.0,,False
2025-10-25T00:51:40.171795,3.734374523162842,-4.526807764984042,1.1671251872700688,False,0.0,,False
2025-10-25T00:51:40.171795,3.7615714073181152,-4.392403796060175,1.3614233878476514,False,0.0,,False
2025-10-25T00:51:40.171795,3.796579360961914,-4.306628862209731,0.4460305911354738,False,0.0,,False
2025-10-25T00:51:40.171795,3.838289737701416,-4.133611771073571,-0.49444624127270553,False,0.0,,False
2025-10-25T00:51:40.171795,3.8691461086273193,-4.043333639713415,-0.9793212342932178,False,0.0,,False
2025-10-25T00:51:40.171795,3.9011223316192627,-3.980037634261194,-1.1607453755123915,False,0.0,,False
2025-10-25T00:51:40.171795,3.931497812271118,-3.930180876771193,-0.9142068075273814,False,0.0,,False
2025-10-25T00:51:40.171795,3.9633872509002686,-3.9002668222771923,-0.7662836667363753,False,0.0,,False
2025-10-25T00:51:40.171795,4.005173921585083,-3.7654974471173546,-1.0432084846046972,False,0.0,,False
2025-10-25T00:51:40.171795,4.041574716567993,-3.7450305790750438,-0.8997188772900524,False,0.0,,False
2025-10-25T00:51:40.171795,4.071308612823486,-3.5988095115290886,-0.7204018954026717,False,0.0,,False
2025-10-25T00:51:40.171795,4.103793621063232,-3.453471062144578,-0.7384281860428359,False,0.0,,False
2025-10-25T00:51:40.171795,4.133585691452026,-3.33551045843241,-1.371999140481612,False,0.0,,False
2025-10-25T00:51:40.171795,4.165656089782715,-3.3194934908169733,-2.0702396966867433,False,0.0,,False
2025-10-25T00:51:40.171795,4.1958465576171875,-3.1866157245371376,-3.155624795034755,False,0.0,,False
2025-10-25T00:51:40.171795,4.2293007373809814,-3.195035166234864,-4.0241005694850855,False,0.0,,False
2025-10-25T00:51:40.171795,4.260923862457275,-3.0555701558567145,-4.160749778735094,False,0.0,,False
2025-10-25T00:51:40.171795,4.289005517959595,-3.0248538199350508,-3.613650889083285,False,0.0,,False
2025-10-25T00:51:40.171795,4.325261354446411,-2.7147829677627318,-3.8708401893982995,False,0.0,,False
2025-10-25T00:51:40.171795,4.370402097702026,-2.6913492647873665,-3.8405259224286565,False,0.0,,False
2025-10-25T00:51:40.171795,4.405839204788208,-2.685060149175386,-4.726824844530276,False,0.0,,False
2025-10-25T00:51:40.171795,4.447358846664429,-2.2933780929160825,-5.7592598397181165,False,0.0,,False
2025-10-25T00:51:40.171795,4.477062940597534,-1.8968031242176382,-5.616706830973233,False,0.0,,False
2025-10-25T00:51:40.171795,4.508851051330566,-1.5980578132535372,-5.967330575521112,False,0.0,,False
2025-10-25T00:51:40.171795,4.539312124252319,-1.1389342049280873,-7.081995816149139,False,0.0,,False
2025-10-25T00:51:40.171795,4.571120738983154,-0.8957886862375417,-7.7325768968410955,False,0.0,,False
2025-10-25T00:51:40.171795,4.604364395141602,-0.5702955052215677,-7.7387736486251715,False,0.0,,False
2025-10-25T00:51:40.171795,4.636166095733643,-0.39708883014716423,-8.231071343396422,False,0.0,,False
2025-10-25T00:51:40.171795,4.663843870162964,0.3928465286585313,-8.62440638362217,False,0.0,,False
2025-10-25T00:51:40.171795,4.695180892944336,0.9579759591936324,-9.498018928398636,False,0.0,,False
2025-10-25T00:51:40.171795,4.72661018371582,1.839867159096719,-9.315678036567883,False,0.0,,False
2025-10-25T00:51:40.171795,4.756468772888184,2.292003214599288,-9.689754216253966,False,0.0,,False
2025-10-25T00:51:40.171795,4.804359197616577,3.5888348968543076,-9.310291644866034,False,0.0,,False
2025-10-25T00:51:40.171795,4.836021184921265,3.929464592507038,-10.146947657677508,False,0.0,,False
2025-10-25T00:51:40.171795,4.869225740432739,4.981308117893706,-10.138739501575923,False,0.0,,False
2025-10-25T00:51:40.171795,4.8970842361450195,5.306096144480442,-11.51595136410576,False,0.0,,False
2025-10-25T00:51:40.171795,4.933224439620972,6.153822372632712,-12.00716154731072,False,0.0,,False
2025-10-25T00:51:40.171795,4.9748854637146,6.566452376853725,-13.428276814993847,False,0.0,,False
2025-10-25T00:51:40.171795,5.005815267562866,6.515313904958253,-12.164539549829986,False,0.0,,False
2025-10-25T00:51:40.171795,5.035904407501221,6.398749772711364,-11.32035817768666,False,0.0,,False
